id,listing_url,name,room_type,minimum_nights,host_id,price,created_at,updated_at
29017267,https://www.airbnb.com/rooms/29017267,Stylisch  City West living near City Cube,Entire home/apt,1,218706214,$89.00,2018-10-07T00:51:31Z,2018-10-07T00:51:31Z
29020366,https://www.airbnb.com/rooms/29020366,Gitschin Palace,Private room,1,8165043,$99.00,2018-09-30T23:11:50Z,2018-09-30T23:11:50Z
29021399,https://www.airbnb.com/rooms/29021399,Room in Kottbuser Tor (hearth of Berlin),Private room,3,25940498,$35.00,2018-10-25T23:39:46Z,2018-10-25T23:39:46Z
29021448,https://www.airbnb.com/rooms/29021448,Apartment Duo Komfort  B0.13  20N14S · Apartment Duo Komfort  B0.13  20N14S · Langzeitaufenthalt im  Apartment  für 3 Personen,Entire home/apt,20,71613847,$84.00,2021-11-03T16:04:07Z,2021-11-03T16:04:07Z
29021563,https://www.airbnb.com/rooms/29021563,Kategorki 2A,Entire home/apt,1,42671030,$386.00,2018-11-09T14:09:48Z,2018-11-09T14:09:48Z
29022067,https://www.airbnb.com/rooms/29022067,Warm big room for a nice winter stay,Private room,2,209082762,$15.00,2018-10-14T03:13:14Z,2018-10-14T03:13:14Z
29022213,https://www.airbnb.com/rooms/29022213,Kategorki 2C,Entire home/apt,1,42671030,$379.00,2019-11-30T14:10:21Z,2019-11-30T14:10:21Z
29022451,https://www.airbnb.com/rooms/29022451,Gorki Penthouse 2,Entire home/apt,1,42671030,$1289.00,2021-08-27T07:29:57Z,2021-08-27T07:29:57Z
29022524,https://www.airbnb.com/rooms/29022524,Gorki Penthouse 1,Entire home/apt,1,42671030,$1317.00,2019-11-01T02:41:17Z,2019-11-01T02:41:17Z
29022547,https://www.airbnb.com/rooms/29022547,Kategorki 3 Studio apartment,Entire home/apt,1,42671030,$339.00,2019-02-09T11:42:58Z,2019-02-09T11:42:58Z
29023341,https://www.airbnb.com/rooms/29023341,Kreuzberg: Central sunny room for a woman,Private room,29,14073025,$18.00,2018-12-03T05:03:07Z,2018-12-03T05:03:07Z
29024118,https://www.airbnb.com/rooms/29024118,Flat in Prenzlauer Berg (near Alexanderplatz),Private room,9,198200036,$50.00,2019-01-03T21:40:29Z,2019-01-03T21:40:29Z
29027417,https://www.airbnb.com/rooms/29027417,A CITY WHERE PAST MEETS PRESENT AT EVERY CORNER,Entire home/apt,2,218761980,$84.00,2021-11-18T11:49:25Z,2021-11-18T11:49:25Z
29027547,https://www.airbnb.com/rooms/29027547,Home with a view over Berlin,Private room,2,112101094,$90.00,2018-09-25T01:27:44Z,2018-09-25T01:27:44Z
29029427,https://www.airbnb.com/rooms/29029427,Very comfortable and quiet home in central Berlin,Private room,2,158469533,$35.00,2018-09-25T20:30:01Z,2018-09-25T20:30:01Z
29034605,https://www.airbnb.com/rooms/29034605,Lovely 24 qm room in Berlin Neukölln,Private room,2,218817177,$45.00,2018-10-13T14:42:14Z,2018-10-13T14:42:14Z
29046411,https://www.airbnb.com/rooms/29046411,Cozy central 1-room apartment (49).,Entire home/apt,4,161264668,$53.00,2018-12-04T21:47:14Z,2018-12-04T21:47:14Z
29066272,https://www.airbnb.com/rooms/29066272,Jüli 10  (1097),Entire home/apt,31,11209321,$32.00,2018-10-10T01:52:51Z,2018-10-10T01:52:51Z
29072721,https://www.airbnb.com/rooms/29072721,Nice and central Apartment in Prenzlauer Berg,Entire home/apt,2,34430690,$67.00,2018-11-17T00:45:04Z,2018-11-17T00:45:04Z
29074368,https://www.airbnb.com/rooms/29074368,Paul 8  (1201),Entire home/apt,6,11209321,$36.00,2018-10-16T13:24:24Z,2018-10-16T13:24:24Z
29075186,https://www.airbnb.com/rooms/29075186,"Ruhige naturgelegene Zimmer in EFH, 20 min Zentrum",Private room,2,47306584,$30.00,2019-04-05T05:30:54Z,2019-04-05T05:30:54Z
29076309,https://www.airbnb.com/rooms/29076309,Cosy Room in Neukölln,Private room,7,6889725,$25.00,2018-11-01T00:33:42Z,2018-11-01T00:33:42Z
29077990,https://www.airbnb.com/rooms/29077990,Gemütlich Wohnung,Private room,30,148126779,$100.00,2018-10-05T07:26:34Z,2018-10-05T07:26:34Z
29078315,https://www.airbnb.com/rooms/29078315,Ruhige Ferienwohnung im grünen Berlin,Entire home/apt,2,218792729,$50.00,2018-11-17T08:08:48Z,2018-11-17T08:08:48Z
29085472,https://www.airbnb.com/rooms/29085472,Zwingli  (1109),Entire home/apt,31,11209321,$32.00,2019-01-23T15:37:20Z,2019-01-23T15:37:20Z
29093185,https://www.airbnb.com/rooms/29093185,Cozy apartment in Wannsee,Entire home/apt,6,47920551,$59.00,2018-10-25T06:35:53Z,2018-10-25T06:35:53Z
29093580,https://www.airbnb.com/rooms/29093580,Berlin Zuhause mit Balkonen,Entire home/apt,14,209203249,$50.00,2018-11-03T10:34:18Z,2018-11-03T10:34:18Z
29094761,https://www.airbnb.com/rooms/29094761,Beautiful flat in Friedrichshain,Entire home/apt,2,10311539,$110.00,2019-09-05T18:56:48Z,2019-09-05T18:56:48Z
29095645,https://www.airbnb.com/rooms/29095645,Berliner Altbauflair direkt am Görlitzer Park,Entire home/apt,2,5613380,$120.00,2018-10-15T03:28:48Z,2018-10-15T03:28:48Z
29095755,https://www.airbnb.com/rooms/29095755,Cosy modern room to subrent,Shared room,4,5213523,$40.00,2018-10-15T08:37:53Z,2018-10-15T08:37:53Z
29101452,https://www.airbnb.com/rooms/29101452,"Bright Design Apartment in ""Berliner Beletage""",Entire home/apt,3,219326028,$160.00,2018-11-29T12:30:01Z,2018-11-29T12:30:01Z
29108523,https://www.airbnb.com/rooms/29108523,Big cozy room in the heart of Neukölln,Private room,2,64736404,$25.00,2018-10-02T15:42:38Z,2018-10-02T15:42:38Z
29109824,https://www.airbnb.com/rooms/29109824,Lebendiger Kiez und Ruhe zu gleich,Private room,2,111535696,$65.00,2018-10-17T08:56:14Z,2018-10-17T08:56:14Z
29110703,https://www.airbnb.com/rooms/29110703,Single Design Apartment Prenzlauer Berg,Entire home/apt,3,219387149,$139.00,2018-10-11T03:50:09Z,2018-10-11T03:50:09Z
29112137,https://www.airbnb.com/rooms/29112137,erholsames Apartment direkt am Schloss & Spree,Entire home/apt,7,141195043,$40.00,2018-10-18T19:09:39Z,2018-10-18T19:09:39Z
29114660,https://www.airbnb.com/rooms/29114660,Room with a living room & balcony,Private room,2,31153902,$50.00,2018-09-26T10:05:41Z,2018-09-26T10:05:41Z
29115867,https://www.airbnb.com/rooms/29115867,Gemütliche Wohnung in Berlin,Entire home/apt,2,36110684,$79.00,2018-10-31T11:26:30Z,2018-10-31T11:26:30Z
29118139,https://www.airbnb.com/rooms/29118139,Room in Shared Flat in Friedrichshain,Private room,2,105004485,$32.00,2018-10-14T11:30:43Z,2018-10-14T11:30:43Z
29118177,https://www.airbnb.com/rooms/29118177,Paradise Zone,Entire home/apt,4,1836806,$103.00,2018-10-10T10:15:53Z,2018-10-10T10:15:53Z
29119987,https://www.airbnb.com/rooms/29119987,"Pure Motion Studio, 41 qm",Hotel room,2,210700814,$229.00,2021-11-13T08:09:40Z,2021-11-13T08:09:40Z
29120842,https://www.airbnb.com/rooms/29120842,Gemütliche Wohnung in Berlin Tempelhof,Entire home/apt,1,187082499,$41.00,2018-10-01T15:20:27Z,2018-10-01T15:20:27Z
29121104,https://www.airbnb.com/rooms/29121104,"Pure Motion Studio, 47 qm",Entire home/apt,2,210700814,$251.00,2019-08-25T17:39:37Z,2019-08-25T17:39:37Z
29121214,https://www.airbnb.com/rooms/29121214,"2-Raum Apartment ""Bright Outlook"", 49 qm",Entire home/apt,2,210700814,$258.00,2019-01-17T05:00:29Z,2019-01-17T05:00:29Z
29121411,https://www.airbnb.com/rooms/29121411,"Berlin, nice located room, quiet and cozy",Private room,1,42152805,$20.00,2018-10-27T11:57:33Z,2018-10-27T11:57:33Z
29121547,https://www.airbnb.com/rooms/29121547,"2-Raum Apartment ""City Nature"", 51 qm",Entire home/apt,2,210700814,$265.00,2019-02-09T23:49:55Z,2019-02-09T23:49:55Z
29121725,https://www.airbnb.com/rooms/29121725,"3-Raum Apartment ""Home Base"", 81 qm",Entire home/apt,2,210700814,$371.00,2019-05-09T14:44:05Z,2019-05-09T14:44:05Z
29121915,https://www.airbnb.com/rooms/29121915,"2-Raum Penthouse ""Bird's Nest"", 59 qm",Entire home/apt,2,210700814,$293.00,2019-02-03T02:07:01Z,2019-02-03T02:07:01Z
29122017,https://www.airbnb.com/rooms/29122017,"4-Raum Penthouse ""Grand View"", 147 qm",Entire home/apt,2,210700814,$605.00,2019-04-27T04:45:01Z,2019-04-27T04:45:01Z
29124630,https://www.airbnb.com/rooms/29124630,1 Zimmer im Einfamilienhaus Wg,Private room,1,74909438,$50.00,2019-04-15T06:06:50Z,2019-04-15T06:06:50Z
29125334,https://www.airbnb.com/rooms/29125334,Private room in Berlin Mitte,Private room,2,217187729,$30.00,2018-09-28T20:21:06Z,2018-09-28T20:21:06Z
29132189,https://www.airbnb.com/rooms/29132189,Experience real Mitte,Entire home/apt,2,86644386,$120.00,2019-04-07T09:34:52Z,2019-04-07T09:34:52Z
29138641,https://www.airbnb.com/rooms/29138641,Top location. Charming 2-room apartment (7),Entire home/apt,4,161264668,$57.00,2018-10-13T11:34:38Z,2018-10-13T11:34:38Z
29139664,https://www.airbnb.com/rooms/29139664,Gemütliches Apartment,Entire home/apt,30,8912086,$69.00,2021-11-04T07:38:42Z,2021-11-04T07:38:42Z
29140541,https://www.airbnb.com/rooms/29140541,Lovely Cosy Room,Private room,2,219587159,$37.00,2018-10-30T11:41:30Z,2018-10-30T11:41:30Z
29150196,https://www.airbnb.com/rooms/29150196,"L ongstays IN THE CITY CENTRE, 3 ROOM APMT. K.",Entire home/apt,92,23904144,$85.00,2019-03-15T19:20:38Z,2019-03-15T19:20:38Z
29153665,https://www.airbnb.com/rooms/29153665,New 75 m2 apartment in the heart of west Berlin,Entire home/apt,2,90265785,$110.00,2018-10-09T02:49:16Z,2018-10-09T02:49:16Z
29156239,https://www.airbnb.com/rooms/29156239,Friedrichshain is the coolest place in town,Entire home/apt,5,111954766,$35.00,2021-10-31T14:43:53Z,2021-10-31T14:43:53Z
29156829,https://www.airbnb.com/rooms/29156829,"Central Kreuzberg- Rococo Apartment quiet, 3 rooms",Entire home/apt,14,24295698,$99.00,2018-10-21T02:16:35Z,2018-10-21T02:16:35Z
29171370,https://www.airbnb.com/rooms/29171370,Extraordinary Maisonette in Friedrichshain,Entire home/apt,4,17392374,$75.00,2019-02-25T12:46:23Z,2019-02-25T12:46:23Z
29172413,https://www.airbnb.com/rooms/29172413,Central Summer Cool Ventilated Upcycling Studio,Entire home/apt,1,219818665,$49.00,2018-10-08T02:39:21Z,2018-10-08T02:39:21Z
29173722,https://www.airbnb.com/rooms/29173722,Big cozy apartment in the heart of Neukölln,Entire home/apt,4,64708663,$45.00,2021-10-29T11:01:53Z,2021-10-29T11:01:53Z
29174883,https://www.airbnb.com/rooms/29174883,luxury Berlin Apartment next to Mauerpark,Entire home/apt,2,38936108,$324.00,2018-10-10T20:08:42Z,2018-10-10T20:08:42Z
29179350,https://www.airbnb.com/rooms/29179350,"2 rooms City Apartment, near Yorckstr, WiFi",Private room,93,13783177,$49.00,2019-01-22T16:33:24Z,2019-01-22T16:33:24Z
29181909,https://www.airbnb.com/rooms/29181909,1 Bedroom with Sporting Equipments available!,Private room,2,24763300,$40.00,2019-05-12T21:25:47Z,2019-05-12T21:25:47Z
29197385,https://www.airbnb.com/rooms/29197385,Huge Room Prenzlauerberg: 2 stops Alexanderplatz,Private room,14,80625117,$55.00,2018-09-29T01:34:26Z,2018-09-29T01:34:26Z
29203232,https://www.airbnb.com/rooms/29203232,Gemütliche Dachgeschoßwohnung im Norden Berlins,Entire home/apt,2,220040685,$60.00,2018-10-15T18:50:18Z,2018-10-15T18:50:18Z
29222774,https://www.airbnb.com/rooms/29222774,*NEW* sunny & spacious in the heart of Kreuzberg,Entire home/apt,14,11459975,$105.00,2021-11-19T18:33:41Z,2021-11-19T18:33:41Z
29223926,https://www.airbnb.com/rooms/29223926,Liebevoll eingerichtete 2 Zimmerwohnung in P-Berg,Entire home/apt,2,74162849,$89.00,2018-10-23T06:51:20Z,2018-10-23T06:51:20Z
29227951,https://www.airbnb.com/rooms/29227951,New Studio Apartment with balcony; close to fair,Entire home/apt,2,220188192,$74.00,2019-01-02T07:42:03Z,2019-01-02T07:42:03Z
29229796,https://www.airbnb.com/rooms/29229796,Friedrichshain - cool hotel room with breakfast!,Hotel room,1,220204535,$186.00,2018-12-22T15:53:13Z,2018-12-22T15:53:13Z
29230217,https://www.airbnb.com/rooms/29230217,"Licht-durchflutete, moderne 3-Zi Whg. mit",Entire home/apt,61,5431184,$125.00,2018-10-26T11:17:54Z,2018-10-26T11:17:54Z
29236756,https://www.airbnb.com/rooms/29236756,12min from AirportTegel and from central Station,Private room,2,165653177,$35.00,2021-07-21T14:18:13Z,2021-07-21T14:18:13Z
29251917,https://www.airbnb.com/rooms/29251917,Cozy studio in the heart of Friedrichshain,Entire home/apt,1,9619063,$70.00,2018-10-26T11:15:24Z,2018-10-26T11:15:24Z
29256897,https://www.airbnb.com/rooms/29256897,Top Location. Friendly central 1-r apartment (18),Entire home/apt,4,245517,$52.00,2018-10-31T21:10:40Z,2018-10-31T21:10:40Z
29257866,https://www.airbnb.com/rooms/29257866,Top location. Friendly central 1-r aparment (19),Entire home/apt,4,245517,$56.00,2018-10-26T07:54:31Z,2018-10-26T07:54:31Z
29257949,https://www.airbnb.com/rooms/29257949,Park + city,Entire home/apt,3,220427209,$133.00,2018-10-30T19:30:50Z,2018-10-30T19:30:50Z
29265880,https://www.airbnb.com/rooms/29265880,Welcoming central 1-room apartment (76),Entire home/apt,4,245517,$52.00,2018-10-18T03:04:00Z,2018-10-18T03:04:00Z
29267236,https://www.airbnb.com/rooms/29267236,Welcoming central 1-room apartment (77),Entire home/apt,4,245517,$52.00,2018-10-12T20:37:39Z,2018-10-12T20:37:39Z
29268464,https://www.airbnb.com/rooms/29268464,Welcoming central 2-room apartment (78),Entire home/apt,3,245517,$66.00,2018-11-19T09:00:43Z,2018-11-19T09:00:43Z
29269150,https://www.airbnb.com/rooms/29269150,Große familienfreundliche Wohnung mit Dachterrasse,Entire home/apt,6,18561453,$125.00,2018-10-20T06:31:14Z,2018-10-20T06:31:14Z
29270324,https://www.airbnb.com/rooms/29270324,"1BR Central, Charming & Cozy Home Away from Home",Entire home/apt,10,1252012,$73.00,2019-10-25T11:58:30Z,2019-10-25T11:58:30Z
29272902,https://www.airbnb.com/rooms/29272902,Huge and bright room in a shared flat in Moabit,Private room,2,108990835,$19.00,2018-10-22T17:19:01Z,2018-10-22T17:19:01Z
29273635,https://www.airbnb.com/rooms/29273635,Apartment in the hip neighborhood of Schillerkiez,Entire home/apt,7,91538706,$49.00,2018-12-09T08:17:45Z,2018-12-09T08:17:45Z
29275498,https://www.airbnb.com/rooms/29275498,CENTRAL (Mitte) cozy room in old style apartment,Private room,2,15101083,$35.00,2018-12-29T18:34:44Z,2018-12-29T18:34:44Z
29276255,https://www.airbnb.com/rooms/29276255,Gute Aussicht  ruhig + city,Entire home/apt,3,220427209,$153.00,2018-10-24T04:44:58Z,2018-10-24T04:44:58Z
29276268,https://www.airbnb.com/rooms/29276268,Ideal Family - Cosy & Quiet Flat in center Berlin,Entire home/apt,3,4293936,$95.00,2018-12-03T10:09:49Z,2018-12-03T10:09:49Z
29277740,https://www.airbnb.com/rooms/29277740,2 rooms in trendy Friedrichshain,Entire home/apt,3,3586250,$60.00,2018-10-22T23:27:38Z,2018-10-22T23:27:38Z
29282378,https://www.airbnb.com/rooms/29282378,Gemütliches Zimmer im schönen Wrangelkiez,Private room,2,199007222,$35.00,2018-10-10T02:21:34Z,2018-10-10T02:21:34Z
29292111,https://www.airbnb.com/rooms/29292111,Berlin Steglitz - Central shared apartment,Private room,2,218563528,$30.00,2018-10-30T14:26:08Z,2018-10-30T14:26:08Z
29295942,https://www.airbnb.com/rooms/29295942,Cosy Studio Flat in Wedding,Entire home/apt,4,157549462,$40.00,2021-11-09T21:35:22Z,2021-11-09T21:35:22Z
29297242,https://www.airbnb.com/rooms/29297242,"Ruhige, helle und liebevoll eingerichtete Wohnung",Entire home/apt,3,10107348,$70.00,2018-10-05T20:07:25Z,2018-10-05T20:07:25Z
29298141,https://www.airbnb.com/rooms/29298141,Bright room in large maisonette,Private room,3,10378342,$40.00,2019-05-23T15:18:20Z,2019-05-23T15:18:20Z
29299465,https://www.airbnb.com/rooms/29299465,"Town-Villa, whole floor 80 sqm, near city , WLAN",Entire home/apt,3,14706103,$90.00,2018-11-27T23:33:59Z,2018-11-27T23:33:59Z
29321983,https://www.airbnb.com/rooms/29321983,Most central room in Berlin. Best view too,Private room,5,3613810,$120.00,2018-10-12T11:38:03Z,2018-10-12T11:38:03Z
29325840,https://www.airbnb.com/rooms/29325840,"Zauberhafte Remise, kernsanierter Altbau",Entire home/apt,7,539061,$89.00,2021-11-08T13:04:58Z,2021-11-08T13:04:58Z
29327911,https://www.airbnb.com/rooms/29327911,Hotel Q! Berlin,Hotel room,1,213301443,$116.00,2021-09-12T05:31:34Z,2021-09-12T05:31:34Z
29330718,https://www.airbnb.com/rooms/29330718,gemütliches Gute- Laune Zimmer nah am Ostkreuz,Private room,3,46580167,$40.00,2018-10-15T09:05:09Z,2018-10-15T09:05:09Z
29330928,https://www.airbnb.com/rooms/29330928,Zimmer in angenehmer Atmosphäre,Private room,2,220957569,$55.00,2019-01-06T21:43:50Z,2019-01-06T21:43:50Z
29347473,https://www.airbnb.com/rooms/29347473,A Minimalist Monochrome Apartment in Berlin,Entire home/apt,92,12360,$65.00,2020-02-26T10:20:11Z,2020-02-26T10:20:11Z
29359432,https://www.airbnb.com/rooms/29359432,Schnuckelbude,Entire home/apt,3,938897,$80.00,2018-11-09T18:45:42Z,2018-11-09T18:45:42Z
29361102,https://www.airbnb.com/rooms/29361102,Cozy room - 10 minutes from Friedrichshain,Private room,2,22343187,$26.00,2018-10-18T15:30:05Z,2018-10-18T15:30:05Z
29363462,https://www.airbnb.com/rooms/29363462,Room with a view between Mitte and Weddding,Private room,1,207929989,$40.00,2018-11-09T04:44:05Z,2018-11-09T04:44:05Z
29374046,https://www.airbnb.com/rooms/29374046,Berlin Space Ship (USS- 1701-F- COZY),Private room,1,186487369,$111.00,2018-10-18T16:32:26Z,2018-10-18T16:32:26Z
29375871,https://www.airbnb.com/rooms/29375871,Gemütliche helle Wohnung im Herzen Neuköllns,Entire home/apt,2,221307440,$100.00,2021-11-18T10:45:55Z,2021-11-18T10:45:55Z
29378621,https://www.airbnb.com/rooms/29378621,"Sunny, cosy Kreuzberg apartment close to the canal",Entire home/apt,3,3408797,$55.00,2019-06-11T18:57:22Z,2019-06-11T18:57:22Z
29380447,https://www.airbnb.com/rooms/29380447,Bright room with a view in the centre of Berlin,Private room,10,63463003,$49.00,2021-11-19T19:08:45Z,2021-11-19T19:08:45Z
29383900,https://www.airbnb.com/rooms/29383900,Green Berlin im Herzen von Prenzlauer Berg,Private room,2,221361263,$60.00,2018-10-20T03:57:10Z,2018-10-20T03:57:10Z
29390951,https://www.airbnb.com/rooms/29390951,Big Flat in the heart of Kreuzberg,Entire home/apt,5,7806387,$92.00,2018-10-20T12:17:13Z,2018-10-20T12:17:13Z
29391809,https://www.airbnb.com/rooms/29391809,"Traumhafte Wohnung im Herzen Berlins, Altbau",Entire home/apt,1,20928021,$123.00,2021-10-26T19:10:19Z,2021-10-26T19:10:19Z
29403218,https://www.airbnb.com/rooms/29403218,Sweet cozy apartment-with parking space by request,Entire home/apt,3,221486457,$62.00,2018-11-01T01:41:02Z,2018-11-01T01:41:02Z
29403736,https://www.airbnb.com/rooms/29403736,living in the heart of Prenzlauer Berg,Entire home/apt,15,130417172,$150.00,2021-10-22T21:46:23Z,2021-10-22T21:46:23Z
29403939,https://www.airbnb.com/rooms/29403939,Gemütliches Apartment in Wilmersdorf mit Terrasse,Entire home/apt,60,8912086,$79.00,2019-04-17T21:34:28Z,2019-04-17T21:34:28Z
29409124,https://www.airbnb.com/rooms/29409124,1-Bedroom Apartment | Balcony | Mauerpark,Entire home/apt,3,151200,$210.00,2021-10-23T10:28:12Z,2021-10-23T10:28:12Z
29412356,https://www.airbnb.com/rooms/29412356,Cozy Studio apartment in Kreuzberg (Graefekiez),Entire home/apt,4,221559421,$90.00,2018-12-31T05:15:32Z,2018-12-31T05:15:32Z
29412907,https://www.airbnb.com/rooms/29412907,Cozy apartment near central station and airport,Entire home/apt,2,2746838,$96.00,2018-10-18T10:25:56Z,2018-10-18T10:25:56Z
29416750,https://www.airbnb.com/rooms/29416750,Cosy 130msq family flat in Prenzlauerberg,Entire home/apt,10,12387913,$130.00,2021-11-17T12:08:46Z,2021-11-17T12:08:46Z
29427564,https://www.airbnb.com/rooms/29427564,2 room apartment,Private room,3,156670178,$25.00,2018-12-27T01:12:44Z,2018-12-27T01:12:44Z
29435356,https://www.airbnb.com/rooms/29435356,Comfortable private 1-room flat in Neukölln,Entire home/apt,3,221610108,$60.00,2018-10-22T13:45:18Z,2018-10-22T13:45:18Z
29435475,https://www.airbnb.com/rooms/29435475,Big and bright room close to Boxhagener Platz,Private room,2,146932052,$50.00,2018-10-21T15:29:32Z,2018-10-21T15:29:32Z
29436646,https://www.airbnb.com/rooms/29436646,Neukölln Studio Apartment with Balcony,Entire home/apt,6,5129957,$85.00,2018-11-07T05:09:08Z,2018-11-07T05:09:08Z
29448389,https://www.airbnb.com/rooms/29448389,Schön gestalteter Altbau im Prenzlauer Berg,Entire home/apt,4,823691,$90.00,2019-07-08T05:40:45Z,2019-07-08T05:40:45Z
29453151,https://www.airbnb.com/rooms/29453151,Last Minute - Ap. “Nest” Kurfürstendamm Berlin,Entire home/apt,2,15145288,$111.00,2018-10-26T21:41:39Z,2018-10-26T21:41:39Z
29453871,https://www.airbnb.com/rooms/29453871,Spacious designer flat in the middle of Mitte.,Private room,2,5193041,$125.00,2018-10-23T19:50:11Z,2018-10-23T19:50:11Z
29453880,https://www.airbnb.com/rooms/29453880,Last Minute - Ap. “Adler” Kurfürstendamm Berlin,Entire home/apt,2,15145288,$123.00,2018-10-26T09:06:03Z,2018-10-26T09:06:03Z
29454172,https://www.airbnb.com/rooms/29454172,Last Minute - “Adler-Nest” Berlin Kurfürstendamm,Entire home/apt,3,15145288,$139.00,2018-11-01T18:58:58Z,2018-11-01T18:58:58Z
29455364,https://www.airbnb.com/rooms/29455364,Beautiful Room in luxury artist Loft,Private room,2,78069686,$80.00,2021-11-05T19:47:22Z,2021-11-05T19:47:22Z
29458530,https://www.airbnb.com/rooms/29458530,Juwel in der City West,Entire home/apt,4,12182375,$80.00,2018-10-24T04:51:03Z,2018-10-24T04:51:03Z
29470307,https://www.airbnb.com/rooms/29470307,"Mitten in Neukölln, next to U7 Rathaus Neukölln",Private room,1,45133591,$38.00,2018-10-28T05:14:33Z,2018-10-28T05:14:33Z
29473988,https://www.airbnb.com/rooms/29473988,Berlin Zimmer 18 qm Friedenau,Private room,3,216540733,$40.00,2018-10-27T16:55:26Z,2018-10-27T16:55:26Z
29474132,https://www.airbnb.com/rooms/29474132,Charming studio in Schöneberg,Entire home/apt,92,63024250,$33.00,2019-11-25T00:18:37Z,2019-11-25T00:18:37Z
29474270,https://www.airbnb.com/rooms/29474270,Cosy room & perfect location to visit Berlin.,Private room,5,7925731,$37.00,2018-10-24T21:09:06Z,2018-10-24T21:09:06Z
29478647,https://www.airbnb.com/rooms/29478647,ELEGANT AND HIP IN THE CAPITAL,Entire home/apt,2,222021604,$61.00,2018-10-29T12:48:37Z,2018-10-29T12:48:37Z
29488426,https://www.airbnb.com/rooms/29488426,"Nice, spacious room in Berlin (Neukölln)",Private room,1,4305711,$54.00,2018-11-24T04:05:16Z,2018-11-24T04:05:16Z
29497726,https://www.airbnb.com/rooms/29497726,Frisch sanierte 1-Zimmer EG-Wohnung in Top-Lage!,Entire home/apt,92,222154123,$80.00,2018-12-26T17:09:38Z,2018-12-26T17:09:38Z
29500946,https://www.airbnb.com/rooms/29500946,Cosy room with own balcony near Schillerkiez,Private room,3,220934996,$70.00,2021-10-28T12:17:46Z,2021-10-28T12:17:46Z
29501017,https://www.airbnb.com/rooms/29501017,Private 40sqm room in the heart of Berlin,Private room,0,51713592,$60.00,2018-11-02T07:21:28Z,2018-11-02T07:21:28Z
29503895,https://www.airbnb.com/rooms/29503895,BOHEMIAN/MUSICAL FLAT.HEART OF BERLIN(PBERG)2rooms,Entire home/apt,1,95129226,$60.00,2018-10-17T13:26:01Z,2018-10-17T13:26:01Z
29504150,https://www.airbnb.com/rooms/29504150,HUGELOFT+PRIVATEBALCON. HEARTOFBERLIN.GSUNDBRUNEN,Private room,7,95129226,$35.00,2018-10-24T21:33:56Z,2018-10-24T21:33:56Z
29509854,https://www.airbnb.com/rooms/29509854,Studio Komfort (single),Hotel room,1,93102678,$181.00,2019-03-12T21:15:22Z,2019-03-12T21:15:22Z
29509859,https://www.airbnb.com/rooms/29509859,Studio Komfort,Hotel room,1,93102678,$181.00,2018-11-13T14:18:25Z,2018-11-13T14:18:25Z
29509862,https://www.airbnb.com/rooms/29509862,Apartment,Hotel room,1,93102678,$248.00,2018-12-30T05:13:14Z,2018-12-30T05:13:14Z
29509865,https://www.airbnb.com/rooms/29509865,King Size Apartment,Hotel room,1,93102678,$350.00,2018-11-22T08:21:35Z,2018-11-22T08:21:35Z
29509869,https://www.airbnb.com/rooms/29509869,Penthouse Suite,Hotel room,1,93102678,$420.00,2018-11-12T05:49:23Z,2018-11-12T05:49:23Z
29514877,https://www.airbnb.com/rooms/29514877,big cosy room in Berlin Wilmersdorf,Private room,3,70462237,$26.00,2018-10-24T12:10:51Z,2018-10-24T12:10:51Z
29516470,https://www.airbnb.com/rooms/29516470,Berlin Mitte - bright and spacious apartment,Entire home/apt,2,26844922,$95.00,2018-11-24T01:21:06Z,2018-11-24T01:21:06Z
29516969,https://www.airbnb.com/rooms/29516969,the cosy nest,Private room,3,222276941,$30.00,2018-11-04T02:42:34Z,2018-11-04T02:42:34Z
29527972,https://www.airbnb.com/rooms/29527972,Apartment 1 in Kreuzberg at Görlitzer Park,Entire home/apt,1,190957759,$102.00,2019-01-19T18:07:45Z,2019-01-19T18:07:45Z
29528943,https://www.airbnb.com/rooms/29528943,Cosy Apartment 2 at Görlitzer Park - Kreuzberg,Entire home/apt,1,190957759,$72.00,2019-01-20T05:43:46Z,2019-01-20T05:43:46Z
29531748,https://www.airbnb.com/rooms/29531748,Wohnung in Berlin Mitte,Entire home/apt,1,14260967,$60.00,2018-10-26T02:19:01Z,2018-10-26T02:19:01Z
29539787,https://www.airbnb.com/rooms/29539787,Heart of the Citycenter in Berlin Mitte,Entire home/apt,3,8048514,$90.00,2019-06-29T02:00:14Z,2019-06-29T02:00:14Z
29541659,https://www.airbnb.com/rooms/29541659,Schöne Wohnung im schönen Berlin - Friedrichshain,Private room,2,207814426,$60.00,2019-07-30T11:17:08Z,2019-07-30T11:17:08Z
29554972,https://www.airbnb.com/rooms/29554972,Gemütlich Wohnen am Charlottenburger Schloss,Entire home/apt,2,21599239,$72.00,2019-01-30T12:32:22Z,2019-01-30T12:32:22Z
29561920,https://www.airbnb.com/rooms/29561920,Ruhiges Zimmer mit Balkon in Berlin-Friedenau,Private room,2,8851884,$60.00,2018-11-02T12:06:32Z,2018-11-02T12:06:32Z
29561963,https://www.airbnb.com/rooms/29561963,Apartment with cat in Schillerkiez of  Neukölln,Entire home/apt,5,222565622,$46.00,2018-10-23T18:31:19Z,2018-10-23T18:31:19Z
